text_id,fold
604E0EA00305,3
605BF3B67175,0
605C1B4CE788,1
605DDF3EA948,2
6060D28C05B6,2
60623DB5DE7A,1
607A39D981DE,3
60ACDFA1609E,3
60AE13D3F07B,3
60AEEA05E1A9,1
60CCF0F2DF38,1
60D8EB883A45,0
60D9DD69CE8D,0
60E686BA1E09,0
60E9300D597C,3
60ED0B48B8F2,3
60FD2E2FB768,3
610FA0016255,1
6130E5495CB1,3
6134797D8497,3
6141DB282925,2
61445D1ABF16,1
61471CA2532D,3
615FAEE4F8EF,0
616C3D5795E8,0
6186246910E1,3
61992F84D5D1,1
61B9D7E74839,2
61C4FCA012D7,0
61D13513C992,3
61E85C09E36D,1
62102D1B1A52,1
62196AC0ABE8,3
62243789233B,2
622ECD91DA0C,3
623B7BD7613C,0
623E0AD2EF3E,0
6253F73FBABF,3
62654020C48D,2
6269A525D482,0
62B3C9C3398E,2
62DCD859B7FB,3
62E5030D1A59,0
62EA3F855DB2,0
62EDBC22A953,1
62F578BA97ED,1
62F7911DE51F,3
6305A432AB38,3
631F9CBDFD7A,0
6330EB716872,2
63314DE11287,3
638D7F913AAB,1
63AB55DADABF,1
63AB7F39EBC6,0
63BAE4B3ADDA,0
63C74FF7DB27,2
63E2278271E4,2
6418C102917D,2
6422237D967F,3
642CB997325C,1
642E44E8DD25,1
648D40256ADB,2
649C7912163C,0
64A8183557F7,0
64A9ECB1C55A,0
64AE19BBA321,3
64B53DEF0467,1
64EB91C84A32,3
65051CE36DA7,3
65131EC5DD6A,3
6515E6AFD11E,3
6521895BA018,0
6531927DF837,1
653620381DB3,3
654DF9ECDD42,0
65593BCE26BF,0
655BD307F87D,3
6574B5B58A11,3
6586DF43A92D,2
65975436BE5C,1
65B1F548E8BE,0
65B7FDE783F2,3
65CC82C9B3C9,0
65DBDD75CA50,3
66133AC6189A,1
66241AEC8351,1
66288718AF60,3
6642E181B08D,0
6686DB25FBD0,3
66C2FA45A48B,0
66F03584BCA5,1
66F7AD6B99E2,0
66F8D7FB98BE,0
66FF0907BF26,3
6712BD512DB7,0
674F5DA988D2,1
6751442A85E4,2
676A161C4CEE,0
6792C2E73B6A,2
67D58F9FA53C,0
67D7FC66C2F6,1
67DD73D48474,1
67E711AF87A2,3
67F6FEDD7677,1
68004683BC3C,3
6805FE96E548,3
681B9CD21B07,2
68256AC96C72,3
682B94FF269B,1
68392F53B9D7,2
683A4FE3661C,1
684166ED2438,3
685ABA004ADB,2
6867A6767D25,1
68685615FE0C,2
6886DF2A98BE,0
68E75FD12673,2
690713606EEF,2
6907AC535720,2
692357D5F3F0,1
69241D10E69A,0
692FAA1828D2,2
6932E62C6338,1
694C96A1E9A0,3
696B864AED8C,2
698A3F2B43B9,1
69A8A08ED3E9,0
69C15737269C,2
69C237AC88FF,1
69FD256DCE38,1
69FF884BCEA1,0
6A00BED6B62D,1
6A0DE6BCFA73,1
6A47B80F3283,1
6A4F483B0224,0
6A7F75AD2ADE,3
6A9031A05632,0
6A977849DE08,2
6AB122D640E1,1
6AB2B78CE0AF,1
6ACB38C6577C,3
6B20E9C115AF,0
6B2FD789B8C8,3
6B370155C425,2
6B3A8DAB21EB,0
6B3B3CB54EB9,2
6B425FA21020,1
6B479AF72202,2
6B56C630FFC5,1
6B850987631D,2
6B8C02811FF6,0
6BB4BEB51A80,1
6BC83A3F4934,2
6BDF73E50719,0
6BE1E93612AE,0
6BEE2EEEDD39,1
6BFDA0FE1CB2,0
6C045F130B28,2
6C16FC9FE7A4,3
6C1913BE2903,3
6C3B373B84C2,3
6C449C1EDB2D,3
6C6B01577E01,2
6C802D3F5F2A,3
6C86103B510D,2
6C98327DA084,0
6C991A1A6C39,2
6C9BFD05D35D,1
6CA2ADCE9A7F,2
6CB31DED1BF0,3
6CB7C1B3C548,0
6CD1B8B6BEA8,1
6CD851AF4D16,0
6CDE42A3FA9F,0
6CE97E45BF79,2
6CFD58799701,1
6D06DAD5446C,2
6D104CA14B33,0
6D114CB7EBB3,2
6D21E6095A62,1
6D2AFE5412CB,0
6D41FAC8F3CF,0
6D6E937C3A67,1
6D728858E86F,3
6D7377CA8608,3
6D8B9B8431A6,2
6D9728CB8711,3
6DA4157C9B4F,0
6DB65C457200,1
6DFD772CFC64,1
6E248B1F33B0,1
6E3D46F9AAE1,1
6E5F280580C4,1
6E70CECCE25D,1
6E71B040D5C6,0
6E842F21D6E4,1
6E90DC70B7A9,0
6EA18B20DA5A,2
6EB1681A5880,1
6EE4A9C8F158,0
6EF7CBB46501,1
6EF996C09864,2
6F0330A6C504,3
6F30733E6B4B,2
6F3C318ED62E,2
6F9741277AB3,3
6FDAD6124B9E,1
6FEF6D46714D,3
70041E13A0CC,3
7007EB8E265D,2
7033DB6BA12E,1
7065B172D758,2
709156BCF733,2
70996505E3B0,1
70B91D253E27,3
70D93EF3CE5F,3
70E490A83717,3
7101C080C12C,3
71129FE0D18F,0
71131D46F019,3
7138786DA45C,1
7155F142CE58,2
71A9098715EB,3
71B72E8890F1,2
71BA665B1B31,3
71F12F9F01DE,3
71F1B96A18BB,1
71F27422C5FC,2
7203112033A1,3
72095D288A5B,1
722C353F2831,3
7231635A63C8,1
7248792ECAC9,3
72635AF44FA7,1
7270750C775E,3
72732FD01203,1
72765D1D4721,0
72766FE38307,3
727DEC0706F0,1
728AD690E87F,0
72913948CDAA,1
72A69C1B34A8,3
72C0B0B91BFC,2
7302457525D4,0
73038C17880E,2
73234AB62383,0
732952FF57F2,0
7333B4549006,1
7369FE94C1C6,2
736B285BF88B,1
736E8C8444E6,0
7370AB0DDC7F,1
7373B4F44528,3
738112C600B8,1
7382F8B16AAF,3
73851AC4551C,3
73930228893B,0
739B9009D8D2,0
73A997703BC3,2
73D2B941F40F,2
73D5C8D99F72,1
73D69658CF95,2
73DF8CA712BB,2
73F2515B5BCE,2
7445CD7E0985,2
745F880CEFA7,2
746A0BFABA84,2
747E3560442E,3
749E089D7992,1
74CDAF3BB9EF,2
74CE2F003968,1
74D9504A6EDD,1
74E468FCE398,1
74FF4379012C,1
750184492A96,0
750AFA674F45,3
753391D5E480,2
753E320B186B,0
7545AC12D178,3
75707305C76D,3
757C5E55BA96,1
759E0659FF69,2
75A20F93C2C4,3
75AA6229A116,0
75B44E3CE6DD,1
75C950F8EA18,3
75D13F3E0B2E,1
75DAA54880C1,2
7600F1C7D884,0
760988C4BA3B,3
761E2670197E,2
762839543BFC,3
763EF698F56B,3
7658C61156C7,2
767533E12569,3
767920BDAD93,3
7680EF5AD3CB,3
768FA278A16D,3
76C0FD26B20A,0
76C2E20AF20E,0
76E5D0DEC30A,1
76F0144EB703,3
76FB58BB4BD7,2
770541C6A2C1,2
770E1717845C,3
7726A1F9C660,0
772D27D400BB,0
7740DF009E10,3
776FBF88E6FF,1
777CB894A285,0
777E845C3A93,2
777F0E16E55E,0
7797541CF0A6,3
77A31D0A07A8,3
77B932D27C9E,2
77BB33DB5187,0
77BD30EC277D,2
77D210B9EC7E,3
77D5466305CB,1
77FAA33476CA,3
78018FB48420,1
780D5663CB1E,1
7820048B53C8,0
782678016796,2
78303F7A5AB0,3
7835355C55D8,1
784627BD990C,0
785DBAB78957,1
7862D2AE5697,3
78704F723AE5,0
78A3B43DFF8E,1
78B6F383CD30,1
78B89BF70AE8,3
78C22313F58E,0
78DD2317E359,2
78E692CD7085,2
78E8970D0C13,2
78EA0C3715FE,0
7907952E04B8,3
790891A35047,3
79098D096CB8,1
791AF7B78178,2
7921F1381801,2
79484682B23E,0
7949A941BF0F,3
79662DEC0A1B,3
79786E273D1A,3
7982F5F494E2,3
7999A063F80E,2
79AC659EC790,0
79BE4A2D8223,3
79D634E4575F,1
79F917A8CFEC,3
79F961AE9A04,2
7A0A80926A0D,3
7A239E4D1966,3
7A25BCF70487,0
7A552DBA7D71,3
7A6599531E9C,2
7A66900A3812,2
7A68E1FB7863,0
7A7660BBEE86,1
7A7D7BC53938,3
7A89CCBBD747,0
7AAE019F70D6,3
7AB87BA4342F,3
7ABD75EA7CBC,2
7AC357DAA5D7,0
7AC5AC48813D,3
7ACF284A8B7C,2
7AF7DC456D3C,3
7B00EEFA1313,0
7B0430EDACBA,2
7B0C76128726,1
7B1B2E8F7E89,2
7B2B2910BB90,1
7B38A110CC94,2
7B4B838D8360,1
7B557B2F27CE,2
7B5BC2343286,0
7B5F5B33B566,2
7B6FA03518AE,2
7B802407D629,1
7B8400D217C1,1
7BBB35F9D1BD,3
7BC73C8FBDBC,3
7C08DA95AE9A,3
7C14A6539215,3
7C2650EEA2B6,3
7C31C5E519FF,3
7C4960DF5CB8,2
7C54D7484145,2
7C5E4E2779BF,2
7C6ED140EF65,0
7CAFF57E1775,3
7CB712FD1253,0
7CBB1B6F4E25,1
7CC4A8E1948E,0
7CCC4CDC5CF0,3
7CDB47E88B39,3
7CFA22351B27,1
7D0CE6E00B68,3
7D1825E2F4AD,3
7D2D5053D947,3
7D519DA76B29,1
7D94F809823A,0
7D955FAD0C73,3
7D98C85F9223,2
7DAD3B639FB4,1
7DB5E5FA8324,2
7DBE22D9F0DA,1
7DC02C918305,2
7DDFB0CA2BF8,3
7DDFF6DA8655,1
7E109A7AC169,2
7E29ACA46157,1
7E48A7A7B400,1
7E530A20DA68,3
7E5F489C8CE4,0
7E669FF93EB9,1
7E9D8E4921CD,2
7EA986233EDA,0
7EB7BB90A2F0,3
7EEB8E9614C2,0
7EED34A43536,2
7F0703CF058E,3
7F0B7DDE89B2,0
7F1E8663BAE8,0
7F1F55F771F9,0
7F21F77E9AA3,0
7F336F4B9442,3
7F4706C105DE,2
7F6795CE405C,3
7FB017FAC682,2
7FB1724D76FF,0
7FED050A6D55,3
7FF600C1F829,2
7FF6972B86C2,1
800FE9615C63,0
8042198ABB06,3
8060FCE12001,0
806672A60686,2
8079089BC4D8,0
8087A7C3FCDA,0
80AD3F379BD1,3
80C0814AF16D,0
80C2ED8BE6A6,2
80C97E7C2558,2
80CCEFCCD166,0
80D2FE30F665,2
80DB9AB00E74,3
80DD7EE85BF7,3
80DFF2FC7C1F,0
80E36876B2CB,1
80EF60E3EA04,0
80F044EBC71B,2
80F9E6D6503C,3
81218F777A2F,0
81306D4B4CC1,2
8149E792E505,2
814EE41F6FF3,1
81674F80999A,0
816FC4D1628F,1
81946793B89A,3
81B000BCC5B3,0
81B5D8CBA063,1
81B7A7CB8829,2
81D266D94D6D,2
81FB30DE2618,3
82294A32E3E3,1
822F6C3B3C03,3
824896E8F91B,2
82618B162AAC,3
82722CEBCAB3,3
827D807512AB,3
8281058A7684,2
8283155E54A0,3
8295FC2CA419,2
82BA3E4396CC,3
82CCCAD3BA5B,0
82DE4E49CC52,3
82F7210163B5,0
82F7D233871E,1
82F9FDBD6F98,0
830CCF8E0B23,3
830E5FA9FC72,0
8311ABD30CC1,3
83165647126E,3
833489139971,0
833F25175AFC,2
8369840DE791,1
838093B60075,0
8397368B57EA,3
8399BA1DF44B,1
83B3CD03C693,0
83C48C5697AE,0
83F57096AF9C,1
83FBBD0447F2,0
840357B74A16,0
840619A0CF0B,2
840D73A3804A,3
8415937CA4D9,0
8416C7C6F146,2
84192B65683A,3
845693DC199E,3
8476588805D9,1
84765FE3E472,1
8484D27254B3,0
84CE7281265F,0
84FC9651F650,1
85004BC426B1,3
8521B650F8A9,3
852C90E3FA05,2
856351253492,0
857574FE9711,1
857B7FB712ED,2
85808F0851D8,0
858DFA7A9980,0
8593D649EBE4,3
85C54BD4D416,0
85C71A1E0117,0
85D3E5A1D64E,0
85E3C840FCBF,0
85F4C57672EA,0
85F5FADDDC0E,2
861349CA778E,3
861B660C2E86,3
862ACD748291,3
863550AEB938,0
8656F070846C,1
8658D3ABB67F,3
869B37DA1D3E,0
869CC4EDD3B5,0
86A511A55117,1
86B2AFB816D5,0
86BB790A5875,2
86E335C1EB06,2
86ECF13FEDEF,1
86F87A96D2DB,0
875151F79017,3
87669696162F,0
87692B9A8184,2
87694700310E,2
876B9CDDC1FC,0
876CDA4D152D,1
876DD6D022A9,0
8772F74F5EE0,2
8773AAFA4355,0
8778DE7C8D0E,2
877EC536B112,2
8799E3BD41EB,1
87A8B315A26E,2
87AF2FEABA83,1
87B7C44BBB7C,1
87B7FE5BD9D7,1
87DF9FF7104D,0
87E123466310,1
87E3F6FDAA68,3
88006889B561,0
880188B5EED8,2
882F6EC806E9,0
8836B8EFCE5A,0
883C1EF358F6,1
88402C999412,0
88816FFD8A5C,3
88860671767F,0
888A04678CCA,0
88966ED00A28,0
88ECDCC89475,2
88FCD4D35128,2
88FD25AC86CF,0
88FD7FAAFA90,3
890FAF6F82FC,3
89114CEF532E,0
894C9DC473A0,0
89506A98AC2B,2
895FFC078777,3
89857315A1A4,0
89863E1AF982,3
898A8417D70E,2
89974AB1B1B1,3
89A2B91E59C5,1
89ADE1CC1BEC,2
89C7C4115B84,1
8A0A3FE01FE7,3
8A165723DF82,2
8A216BEDA4C2,1
8A2A9C25B642,0
8A4D99910F10,2
8A6FEEA6C0D3,2
8A7081C962D7,1
8A7299DA28E5,2
8A80B525C75D,2
8A8CC7624410,2
8A970FA9C7C4,2
8A9E12ADD91C,3
8AAC040AE6C7,1
8AB55CB5992E,1
8AD96DB8DD9F,1
8AF043C98622,0
8B095EB24288,2
8B155840CA6D,0
8B1D74DDA04B,3
8B1EB1890F9B,1
8B4A210026AD,2
8B4BB870857D,2
8B9EEF86DD66,2
8BA694ACE2D9,2
8BC2D4B87F27,1
8BCA5D690FB4,2
8BE20A3524AE,0
8BFBF3BB5542,3
8C01B86DE888,3
8C0C5CED34D5,0
8C0D50387A60,0
8C34447FF21C,0
8C3557D720F5,2
8C3993109983,3
8C44127FF83C,3
8C5BF0347F87,2
8C645419E1B4,0
8C83ACEF2A15,1
8C880B194034,1
8CD4C142DCEF,2
8CDBA4104C7E,2
8D02AC12DD48,0
8D0B6FE098F1,0
8D14BC33208D,1
8D160B0BC04B,2
8D1CD79C0F8D,2
8D734AF72931,2
8DA2034EC1C8,2
8DA298718DD7,0
8DBBADC05A43,1
8DCC1AC9A8EA,0
8DD09D4FCD4F,3
8DF5D7CF4085,0
8E10A6D2B272,0
8E10DA6F8DE9,1
8E2EB0B4B92C,1
8E53C7642922,1
8E5E6211E4D6,0
8E64BE4119C3,2
8E6F35BA3EE6,0
8E764A2C7266,2
8E91F0997B77,3
8E99E989024A,3
8EB2AF12FA77,1
8ED2404D111E,0
8EE0540E163D,1
8EEA38B2E6CD,0
8EEEF415AA1E,3
8EF3D97E2310,1
8EF9BE158AD3,2
8F16365E363D,0
8F1F5D0CEA06,0
8F29D9B8D64E,1
8F3B39C509B9,2
8F5F3F2519DA,3
8F6DFE02DF75,3
8F78E9AF1D0E,1
8FD83605AA61,1
8FE04E30F621,0
8FF22F2804A3,0
8FF3A8F178E1,2
8FFDA5B9D359,2
9000217714BE,3
900D1E184F63,2
902341F8EB11,1
90526CA48E47,3
9054912D1EA7,0
907275FA42D0,0
907FC59841EC,3
9086C0A2BF10,0
90978A2F8599,1
90BF447C6E83,2
90C81189C58D,0
90E2214EFEC8,1
90E5BB6CBE11,2
90EBF38FCFBA,1
90F73F20ECF0,2
911DD337DD61,3
91377BE7D4ED,0
9145AB74E1DA,0
9152EA0F430B,3
915D8BF74963,1
916811E780BD,0
918C1880FCD8,3
91B88A23A5E4,2
920BEE439862,1
924748264D34,1
925371DCF84D,1
9255DC307B75,1
925DBAC486E5,0
92B418CEA06E,3
92B8F2F85C44,2
92CD1BD0C18F,3
92D03AB56C53,2
92E97E947628,1
92EA64272FB4,2
92F6C1E71237,3
92F7DD653EFB,1
92FFB3530304,3
930CF711E6B6,3
93385DED39E7,2
93552F3ACA5D,1
93575D076743,2
935A26E2610C,3
9392E2E0AA1E,0
93B8C8DAFE20,1
93BAA0D48EF3,2
93C575DB7931,1
93DF867BE1C5,2
93E62B4919A6,3
93EF5F755313,1
940441D4CF9C,3
94131A88E955,1
941A269CE055,1
946D8B23ECA6,0
948771F795EB,3
94ACF6006DB9,3
94C1C9CD10B7,3
94EC7DF6EA74,2
950729DE3582,0
951DBA563386,1
9523FBA791BE,0
9528CA8FFC22,2
9532BA8E40BA,0
953BEF800163,3
9551DA943B01,1
95540EBC3FC9,0
95671082C3A1,0
959946A3FB03,3
95FD6DF25420,3
960D7C072801,2
9613CEAFE86E,3
9615F113FAA1,0
96220F2863D1,1
963501C88479,1
963AD357A595,1
964E9DBFDBAA,2
9653A4188D80,3
965DC6768854,0
9664D9C4C5F9,2
9685DD18847A,0
96A7646236BF,2
96CCD6C82658,2
96F4AB949807,3
9702AD260172,3
9715AAF5B952,1
97167C9DC677,0
9725E454418F,3
972782BCDEA4,2
9735E542665C,2
973A3ADFAB72,3
973B1ACD7430,3
973B1B44F884,2
97472A5E870A,2
9760A1CB4336,0
976E2E05C4EB,2
97A0FFE91A3E,3
97A27B9801B5,1
97C6E22BA8EE,2
97EF67C73A5E,2
9801CF414927,0
9818D8926288,2
982053C6DAD6,2
98318D414246,3
983D4402B74F,0
985A32A20F03,3
985FC4A0FAE2,1
9860EE12D1B3,3
9872487371ED,2
987A42F72474,0
98823BEE8E85,0
988BFF516FA0,3
98AB65F5C7F9,1
98C692B7B152,3
98CD7819C7EF,2
98D8723E86D0,1
98D8FF9E3C56,1
98DE8992E379,0
98FDB2315471,2
992DB55B9726,1
992ED17DB3CA,2
9947BA6C3149,3
995452515AB0,3
997098762F7E,1
997589EE26E6,0
998DA357F910,3
99961D273689,2
99A3641592CA,1
99A73BEA826C,2
99BA9BABB1A5,0
99CAD0AF3560,2
99E81F82C597,2
99ECAD55ABD3,2
9A0BAE46C6B4,2
9A24CB0724FE,3
9A25D43F4CEF,3
9A36D8AB4818,2
9A5193D1C19B,1
9A879E8D266F,2
9A93D940C694,0
9A96A89DF959,1
9A9924C0CA97,0
9ABF7B48B802,1
9AC32EA4050B,3
9AC838864995,3
9ADC4A3BFDD0,1
9AFAE6562E98,0
9B15B90564A3,0
9B23FE314CF5,3
9B3F1EFA8AAB,1
9B42B1750AD8,3
9B4BD1687FA0,3
9B4C52064991,3
9B4EEAAB752E,2
9B5E142C63AC,2
9B5E878ED861,3
9B63E800B429,0
9B69DE203555,2
9B94692E3AC6,3
9B9E23C5D3C8,2
9BAD2A3A7619,1
9BAE37CAB3ED,0
9BEE648877EF,0
9BF2607D4878,2
9BF717F45D68,0
9C1A3F53B869,3
9C1B60E737FB,0
9C37912D9442,0
9C3D2911E32D,3
9C57307D58A5,1
9C601D9FCB5F,1
9C6132E41DDE,1
9C76CF46D791,1
9C7B4130AA3E,3
9C7E82646A0F,0
9C9C4EECA979,1
9C9F45A47A92,0
9CB69011AE54,1
9CB6D9467227,2
9CCE6697A5B1,3
9CE077EDCC85,0
9D6E844DBDF2,2
9D716D9F4EBA,2
9D8B3825C355,2
9D9B85A82575,1
9DA131E0F720,1
9DB1E261C00D,0
9DB8409B95F6,1
9DBCBFD45366,0
9DCB91B1F18D,3
9DD22B9D10F4,0
9DDBBA28EBD0,2
9DE684107A66,2
9DF267887BEB,1
9E1DFDF33C0B,1
9E21506EADC7,3
9E2645222231,0
9E40BFCC6F62,2
9E478C982AD0,2
9E49399B42B4,0
9E4F43374DD5,0
9E753C182039,1
9E817DB62497,2
9E8984D81AC3,3
9E8F3C6405CA,2
9E96EB0152A6,2
9EAB766AF4BE,2
9EADCECA2FB8,2
9EB5AA842FEF,3
9EB7D09C785B,0
9EBA120196BC,1
9EBCC1131B13,0
9EC4A16802BF,2
9ED1E2DB0B0F,0
9EE9E6991968,1
9F1230B269C1,3
9F1CC7603B64,2
9F27EAC1E27D,0
9F401E75755A,2
9F68BAB4FB63,0
9F7610DBE2DC,2
9F7E189A2DCF,2
9F803521F9A6,1
9F9C42BD3B7A,0
9FA1ED280D8E,2
9FA90B94782E,1
9FAA62801E13,1
9FD1F622BAC3,1
9FDD8A146288,2
9FE2FE6E997E,3
9FE689F5F44D,1
A00A8837B25B,0
A0129E84B1D4,0
A02E1D0BEACF,0
A04B4B412DB3,3
A055576C0F9E,1
A094036DE672,3
A0A2D6856B0E,2
A0A56F7995D6,0
A0B2BF94231C,3
A0B58CDB939A,3
A0B8C1FA3811,3
A0BC5780C987,1
A0D37DDFBE96,1
A0D47C0DD67F,0
A0E95D8119F7,1
A10755158FEF,3
A10E91E49973,0
A1196779A15B,0
A11969208401,3
A18B82F7407B,3
A1976FDEA9E2,3
A1B06DEEA15C,2
A1BFCDA12FB1,0
A1C1C0FE3C7A,3
A1CA2A691C98,1
A1D0490FD324,3
A1DC92E4E3C8,0
A1DE235AFFC8,2
A1EC959B8C13,1
A21A69767BEE,3
A22BC15DDB95,1
A22EECAB91E9,1
A25E8EBA43CA,1
A263E403FAC3,1
A28940CA5863,1
A28E9B475935,3
A2957D006D28,3
A2BA5F95C077,2
A2C232F3D92C,1
A2CAB9C551B9,3
A2EA2D3D0542,3
A2EF5BCC488B,0
A336FB5F2623,0
A33D66485059,3
A356547BF789,2
A35B4B7CBD24,1
A35F3D111E9A,2
A366CC7B0D05,3
A38187259EEE,3
A38A3B76558A,2
A39343536B4B,1
A394468CDEC1,1
A39660CA003E,2
A3A0AB366927,1
A3A5003C8AD1,1
A3C5DE6588D0,1
A3C8FABB8B29,0
A3E6A572C6E5,3
A3E9A1C9917B,1
A403FC7A8542,3
A42A8E5FA4CD,2
A43F5C97F2E2,1
A46DA0EA4F5D,3
A47106D7B784,0
A484FD45778A,0
A495DAE52B0E,2
A4A90A401002,3
A4BBB301E3CE,2
A4C46FEBBCC4,3
A4CD4307D620,0
A4DA4201903F,3
A4F11F4A76AE,0
A5056E812783,0
A5073B74C615,2
A50D4A87B19D,0
A526E6F199BB,2
A53DEC5A2DE8,1
A54391563C0F,1
A5567EF4C8EA,2
A56BCB594C0C,1
A570CD64F0F9,1
A5B9C9F26FD6,2
A5E657C1B23A,0
A5E9417DBC88,3
A5F6E232286C,2
A643E3470F54,0
A66E85DB3C56,0
A6745A8EE7AF,0
A68AABEAAB4B,1
A6A6C7852F05,1
A6AECACCFAA8,3
A6BE0FAFA04B,2
A72A4397F9F5,1
A72F4E50ED92,3
A72FE8731B45,3
A742ED869970,0
A754F3AC48E3,1
A7627F0E8E33,1
A764E2DFDDD7,2
A79B40F29DCA,0
A79D997C4B42,0
A7CC5A46675A,1
A7CEC076632B,1
A80542F83A7C,1
A81E2C81BCAB,2
A828480AA508,0
A83B38711F26,1
A84FFDD09442,1
A87C80DEAB08,0
A88BE59EEBAE,1
A88FB1D1C8BD,3
A8BB150F53AB,0
A8D0ADC676C0,3
A8DFA8766B31,2
A8F321EBF782,1
A902D2DE1A8A,2
A91103F63B19,3
A91E59572DA0,2
A9290F062546,1
A93072F1F0EC,1
A93471B62AF5,3
A9544F0E8868,2
A975CBC4A7E8,1
A98482015F5A,0
A9A0D8CE21B4,0
A9A152AAFBE1,3
A9A6B5A288DC,2
A9ACA0A6ADE8,3
A9B3B0AEE38B,2
A9DA6C8A9555,3
A9E9851F3E7E,3
A9F7B20A9483,0
AA0919FCDEDC,0
AA0CD6D22CA3,0
AA1ED5376761,2
AA2191D8D24E,0
AA32237D75CE,0
AA416CED237D,3
AA53069FF4B4,3
AA7B4CC7EE1B,2
AA8DA5629CBC,0
AA9B263544A9,1
AAAAA48F6FEB,3
AAD6A5CBDDB9,3
AADAFDCD9944,1
AAE16C990870,0
AAF42F8A396F,0
AB0686BA42E5,0
AB142AA123BC,0
AB201C60C269,0
AB2FD69DBACF,0
AB37B00A93F1,3
AB6284069E18,1
AB75D2DC92B7,2
AB7823891008,3
AB834A70D155,2
AB86BAABBF68,0
AB9527C4A312,0
AB9FC91ABAD7,1
ABA60F0BD289,2
ABBA50242CFA,1
ABBE700093F0,0
ABC59FCA6150,3
ABD38929777A,3
ABEA8B5724EF,3
ABF21C9A2160,3
ABFEE879153D,2
AC0AAA109FA6,2
AC1F60D0F85D,1
AC3111702C95,0
AC5D4FAD6FDA,0
AC6348A7ECB4,2
AC692F322516,0
AC7AB280A93C,0
AC8331539332,3
AC9719A6A375,2
ACA08DBF39EE,1
ACA1A45EE438,3
ACABA85B131B,3
ACAE11A04F63,2
ACB4771E367E,0
ACC830989D7A,1
ACE1BE41A8E0,1
ACE3E472041C,2
ACEDBB3C81A0,3
AD095F1ADE0A,3
AD097EE6B6D7,2
AD175892EC1C,3
AD19BF721C0F,2
AD28F2915402,3
AD53B357BD0D,3
AD5621D2A958,2
AD5F7E8C127F,0
AD6986B56719,0
AD72A536B54A,2
AD730017246A,3
AD9CEE5A6FFF,3
ADC42265FD32,2
ADDFE045FED1,3
ADF1112226F4,2
ADFE2CDB6FF1,0
AE0DB193F5B5,1
AE156FEABF74,0
AE178808D4FB,3
AE262E9DC747,1
AE2E6B3472DB,2
AE370D914104,2
AE83E9155405,3
AE8A9585640A,2
AECE763751DB,1
AEDDD593BF0F,0
AEE8A576989C,3
AEEEF8816516,3
AEF788DA28DE,2
AF20176EB127,0
AF39DC7FF677,3
AF4A2E8AD2A5,0
AF6E7702012F,0
AF71C89CD199,0
AF83C17B5451,1
AF8963C142A0,2
AF96A2176FB7,0
AF98232BDB08,1
AF9F53EC3673,1
AFB5CC3E27EB,0
AFBC394080FC,2
AFC600D922F6,0
AFD325C9347D,0
AFE6CAE937D8,0
AFF314E99BF2,2
AFFCB27334C9,0
B03AB7243AE5,1
B046D31B68F0,2
B04F96DEDE6B,2
B067F0CBE15C,2
B06DEBFFD2A8,3
B07B4B4428AB,3
B083862AF3B4,1
B08751C48DAB,0
B0B703E881B7,2
B0CDBB24465F,2
B0D627CB7309,3
B0DFC5E93591,2
B106E3896C56,1
B110268BBFEC,1
B18BEE398BAD,2
B18CF330D3CD,1
B1A435B54D4A,2
B1AFACE6704E,2
B1BF25C4C28B,2
B1C410876D33,1
B1D135A74E3D,1
B1E1608C016D,2
B1E8A95B0939,3
B204869FA146,2
B2055DB7B29E,1
B2123357B114,0
B23BDDB4B5FA,1
B261F438E0DA,2
B279118BA2EC,0
B2919590BDB0,0
B2AD2177A42C,3
B2B6C25D967A,3
B2C32E74812E,3
B2D03F892B0D,1
B2DAE4CC6597,1
B312F104B015,3
B3145EA3395B,0
B31D05A5A9CB,3
B3241FAB44C9,2
B32F41984B27,0
B3493FBE6476,0
B370B0D18727,0
B379CB700CCD,2
B37D0A9D7859,3
B385E5EE33B9,3
B39F335086FB,0
B3AAF502DFFE,3
B3AB4E6C5678,3
B3B9D116021C,3
B3F0F2F6487F,3
B3F18E671DF2,0
B403A4E28BCE,2
B407B3F81C9F,3
B41ED2C0C016,2
B459B5B87707,3
B469122B9ACB,3
B46E31AA2653,1
B4994C771190,2
B49D86AC2062,1
B4B2CB4AA07F,3
B4B82E063D04,3
B4B8BEB77C2E,0
B4CBDAF1161C,0
B4CF5269C465,3
B50C9D328FAD,3
B5106AB5C81C,2
B543953F757A,1
B548BF7A2A8F,3
B54DBEF87F11,3
B558AFC603D4,0
B5618012B782,0
B5663D6B5854,1
B596C01C5E87,3
B59B6731525B,1
B5AA232A7261,1
B5AE26EEE247,3
B5FF33681C22,0
B5FFED1536FE,3
B68C62AB1515,0
B6A5721D64C1,2
B6ADED946A1A,0
B6B85CE5C8F5,2
B6D958C73D90,3
B6E9E12159E3,2
B6EB1835EBE0,3
B6F445EE304C,0
B7053BDF5BA0,3
B7075CD10BCC,2
B727B720430B,1
B7291A99BF2E,3
B7350254EE93,2
B744CD534ADB,2
B7468C4DD17C,3
B7626C8D1FAB,2
B76C582FA08B,2
B7938A92A4F9,2
B794B3C07254,2
B7A0347C68C3,3
B7AABB24BDB8,1
B7C150A40F86,0
B7F56382EF7D,2
B7FABBC13A0F,0
B7FCFC6A7011,0
B821E1D68BE7,1
B83897288B43,2
B83DD09D3129,3
